RANK,TITLE,WORLDWIDE_LIFETIME_GROSS,DOMESTIC_LIFETIME_GROSS,DOMESTIC_PERCENTAGE,FOREIGN_LIFETIME_GROSS,FOREIGN_PERCENTAGE,YEAR,MPAA
894,The Santa Clause,190539357,145539357,0.764,45000000,0.23600000000000002,1994,PG
895,Cheaper by the Dozen,190538630,138614544,0.728,51924086,0.272,2003,PG
896,The Equalizer 2,190400157,102084362,0.536,88315795,0.46399999999999997,2018,R
897,Hollow Man,190213455,73209340,0.385,117004115,0.615,2000,R
898,Outbreak,189859560,67659560,0.35600000000000004,122200000,0.644,1995,R
899,The White Storm 2: Drug Lords,189396380,609461,0.003,188786919,0.997,2019,
900,The X Files,189176423,83898313,0.444,105278110,0.556,1998,PG-13
901,Breakup Buddies,189017596,777896,0.004,188239700,0.996,2014,
902,Rambo III,189015611,53715611,0.284,135300000,0.716,1988,
903,The Secret Life of Walter Mitty,188133322,58236838,0.31,129896484,0.69,2013,PG
904,Project Gutenberg,188116796,,,188116796,1.0,2018,
905,Jaws 2,187884007,81766007,0.435,106118000,0.565,1978,
906,12 Years a Slave,187733202,56671993,0.302,131061209,0.698,2013,R
907,Heat,187436818,67436818,0.36,120000000,0.64,1995,R
908,Mr. Popper's Penguins,187361754,68224452,0.364,119137302,0.636,2011,PG
909,The Grudge,187281115,110359362,0.589,76921753,0.41100000000000003,2004,PG-13
910,I Now Pronounce You Chuck & Larry,187134117,120059556,0.642,67074561,0.358,2007,PG-13
911,The Horse Whisperer,186883563,75383563,0.40299999999999997,111500000,0.597,1998,PG-13
912,Walk the Line,186797986,119519402,0.64,67278584,0.36,2005,PG-13
913,Jian Bing Man,186699768,,,186699768,1.0,2015,
914,The Jungle Book 2,186303759,47901582,0.257,138402177,0.743,2003,
915,The Final Destination,186167139,66477700,0.35700000000000004,119689439,0.643,2009,R
916,Atlantis: The Lost Empire,186053725,84056472,0.452,101997253,0.5479999999999999,2001,PG
917,Inside Man,186003591,88513495,0.47600000000000003,97490096,0.524,2006,R
918,The Waterboy,185991646,161491646,0.868,24500000,0.132,1998,PG-13
919,Hugo,185770310,73864507,0.39799999999999996,111905803,0.602,2011,PG
920,Pitch Perfect 3,185400345,104897530,0.5660000000000001,80502815,0.434,2017,PG-13
921,Watchmen,185382813,107509799,0.58,77873014,0.42,2009,R
922,The Birdcage,185260553,124060553,0.67,61200000,0.33,1996,R
923,Moulin Rouge!,184935320,57386607,0.31,127548713,0.69,2001,PG-13
924,Snow White and the Seven Dwarfs,184925486,184925486,1.0,0,,1937,Approved
925,Hop,184367145,108498305,0.588,75868840,0.41200000000000003,2011,PG
926,Bad Moms,183936074,113257297,0.616,70678777,0.384,2016,R
927,Jupiter Ascending,183887723,47387723,0.258,136500000,0.742,2015,PG-13
928,Knowing,183658498,79957634,0.435,103700864,0.565,2007,PG-13
929,102 Dalmatians,183611771,66957026,0.365,116654745,0.635,2000,
930,Storks,183510278,72800603,0.397,110709675,0.603,2016,PG
931,Stand by Me Doraemon,183442714,,,183442714,1.0,2014,
932,Paul Blart: Mall Cop,183348429,146336178,0.7979999999999999,37012251,0.20199999999999999,2009,PG
933,Wayne's World,183097323,121697323,0.665,61400000,0.335,1992,PG-13
934,Maverick,183031272,101631272,0.555,81400000,0.445,1994,PG
935,Mirror Mirror,183018522,64935167,0.355,118083355,0.645,2012,PG
936,The Man in the Iron Mask,182968902,56968902,0.311,126000000,0.6890000000000001,1998,PG-13
937,Cape Fear,182291969,79091969,0.434,103200000,0.5660000000000001,1991,R
938,The Haunted Mansion,182290266,75847266,0.41600000000000004,106443000,0.584,2003,PG
939,The Monkey King Havoc in Heavens Palace,182206924,,,182206924,1.0,2014,
940,While You Were Sleeping,182057016,81057016,0.445,101000000,0.555,1995,PG
941,The Bridges of Madison County,182016617,71516617,0.39299999999999996,110500000,0.607,1995,PG-13
942,From Vegas to Macau III,181732879,,,181732879,1.0,2016,
943,Poseidon,181674817,60674817,0.33399999999999996,121000000,0.6659999999999999,2006,PG-13
944,The First Wives Club,181489203,105489203,0.581,76000000,0.419,1996,PG
945,Cliff Walkers,181325565,152972,0.001,181172593,0.9990000000000001,2021,
946,Scooby-Doo 2: Monsters Unleashed,181239132,84239132,0.465,97000000,0.535,2004,PG
947,Hot Shots!,181096164,69467617,0.384,111628547,0.616,1991,
948,Road to Perdition,181001478,104454762,0.5770000000000001,76546716,0.423,2002,R
949,Kill Bill: Vol. 1,180906076,70099045,0.38799999999999996,110807031,0.612,2003,R
950,Abominable,180733970,61270390,0.33899999999999997,119463580,0.6609999999999999,2019,PG
951,The Scorpion King,180630907,91047077,0.504,89583830,0.496,2002,PG-13
952,Sweet Home Alabama,180622424,127223418,0.7040000000000001,53399006,0.29600000000000004,2002,PG-13
953,Daddy's Home 2,180613824,104029443,0.5760000000000001,76584381,0.424,2017,PG-13
954,Hacksaw Ridge,180563636,67209615,0.37200000000000005,113354021,0.628,2016,R
955,Deja Vu,180557550,64038616,0.355,116518934,0.645,2006,PG-13
956,The Post,180419276,81903458,0.45399999999999996,98515818,0.546,2017,PG-13
957,Dangerous Minds,179519401,84919401,0.473,94600000,0.527,1995,R
958,The Dictator,179379533,59650222,0.332,119729311,0.6679999999999999,2012,R
959,The League of Extraordinary Gentlemen,179265204,66465204,0.371,112800000,0.629,2003,PG-13
960,Allegiant,179246868,66184051,0.369,113062817,0.631,2016,PG-13
961,Daredevil,179179718,102543518,0.5720000000000001,76636200,0.428,2003,PG-13
962,City Slickers,179033791,124033791,0.693,55000000,0.307,1991,
963,He's Just Not That Into You,178866158,93953653,0.525,84912505,0.475,2009,PG-13
964,Eagle Eye,178767383,101440743,0.5670000000000001,77326640,0.433,2008,PG-13
965,Along Came Polly,178311729,88097164,0.494,90214565,0.506,2004,PG-13
966,Flushed Away,178281554,64665672,0.363,113615882,0.637,2006,PG
967,Scary Movie 4,178262620,90710620,0.509,87552000,0.491,2006,PG-13
968,Dante's Peak,178127760,67127760,0.377,111000000,0.623,1997,PG-13
969,Brokeback Mountain,178062759,83043761,0.466,95018998,0.534,2005,R
970,Patriot Games,178051587,83351587,0.46799999999999997,94700000,0.532,1992,R
971,Flubber,177977226,92977226,0.522,85000000,0.478,1997,PG
972,Baywatch,177856751,58060186,0.326,119796565,0.674,2017,R
973,Double Jeopardy,177841558,116741558,0.6559999999999999,61100000,0.344,1999,R
974,War Horse,177584879,79884879,0.45,97700000,0.55,2011,PG-13
975,Paranormal Activity 2,177512032,84752907,0.47700000000000004,92759125,0.523,2010,R
976,How to Lose a Guy in 10 Days,177502387,105813373,0.596,71689014,0.40399999999999997,2003,PG-13
977,Alien vs. Predator,177427090,80282231,0.452,97144859,0.5479999999999999,2004,PG-13
978,Hero,177395557,53710019,0.303,123685538,0.6970000000000001,2002,PG-13
979,The 40-Year-Old Virgin,177378645,109449237,0.617,67929408,0.38299999999999995,2005,R
980,Lee Daniels' The Butler,177313795,116632095,0.6579999999999999,60681700,0.342,2013,PG-13
981,The Haunting,177311151,91411151,0.516,85900000,0.484,1999,PG-13
982,The Descendants,177243185,82584160,0.466,94659025,0.534,2011,R
983,The A-Team,177238796,77222099,0.436,100016697,0.564,2010,PG-13
984,Tootsie,177200000,177200000,1.0,0,,1982,
985,In the Line of Fire,176997168,102314823,0.578,74682345,0.42200000000000004,1993,R
986,Analyze This,176885658,106885658,0.604,70000000,0.396,1999,R
987,The Hitman's Bodyguard,176600207,75468583,0.42700000000000005,101131624,0.573,2017,R
988,Looper,176506819,66486205,0.377,110020614,0.623,2012,R
989,Serial (Bad) Weddings,176404493,,,176404493,1.0,2014,
990,Ip Man 4: The Finale,176345966,3956031,0.022000000000000002,172389935,0.978,2019,
991,Dr. Dolittle 2,176104344,112952899,0.6409999999999999,63151445,0.359,2001,PG
992,The Italian Job,176070171,106128601,0.603,69941570,0.397,2003,PG-13
993,The Bucket List,175372502,93466502,0.5329999999999999,81906000,0.467,2007,PG-13
994,Sleeping with the Enemy,174999005,101599005,0.581,73400000,0.419,1991,R
995,Cowboys & Aliens,174822325,100240551,0.573,74581774,0.42700000000000005,2011,PG-13
996,The Mule,174804407,103804407,0.594,71000000,0.406,2018,R
997,George of the Jungle,174463257,105263257,0.603,69200000,0.397,1997,PG
998,Evan Almighty,174440724,100462298,0.5760000000000001,73978426,0.424,2007,PG
999,Amélie,174118254,33225499,0.191,140892755,0.809,2001,R
1000,Identity Thief,173965010,134506920,0.773,39458090,0.22699999999999998,2013,R
